"","score","label","PC1","PC2","age","Al","Si","S","K","Ca","Ti","Mn","Fe","Cu","Zn","As","Rb","Sr","Y","Zr","Nb","Pb"
"61","sites","76",-0.307029001257606,-0.230623191320696,6221,0.165362706866373,-0.507918760894485,0.0438005237444479,0.0510442715944157,-0.0113952243168569,0.0833216346266363,0.229176713966107,-0.0506206640744061,-1.42508753792623,0.133228309184863,-0.609088680529423,-0.0089661808829415,0.343006863802005,0.540305478647261,-0.0979960427562687,-0.427667701922825,0.221446746406957
"62","sites","78",0.197379334491219,-0.633864935157949,6559,0.948333002103464,0.15790259679518,-0.427345424259963,0.904747234181712,-0.508199387411563,-0.0620522594081033,-0.575949612522578,0.641616986649583,0.632838781922714,0.234163397992335,0.021667386128169,0.614702485164174,-0.651718251474945,-0.459993212284786,-0.603054824612501,-0.848718575038179,-0.156535955527664
"63","sites","80",0.0927974231048178,-0.687044453131467,6905,1.08436872758414,-0.00243543911300764,0.138510040834239,1.02656984791253,0.183881563218705,-0.118239979328012,-0.698130932720183,0.723566304104047,-0.706071996511116,0.482619001210729,0.20438640543771,0.60307476427177,0.413481522239948,0.033727478355196,-0.626025602050735,-0.843488129409417,-0.131337108732023
"64","sites","83",-0.242874672258979,-1.02491210699662,7600,0.672959018752158,-0.764109304312601,-0.146991356558631,0.685340011635227,0.55677706689136,-0.695540836713379,-0.747339739662155,0.165758724837901,-1.40463414178094,0.661843485823997,0.181859403057081,0.521152185257107,-0.0728833976168097,-0.601423618457698,-1.11109682431785,-0.0719973991669972,-0.736109431827418
"65","sites","84",-0.170488499320606,-0.666033451309536,7698,0.726783491658469,-0.397107265340583,-0.118573104493616,0.85229856445754,0.856409819888265,-0.0825526028551453,-0.596985723614704,0.396512408138211,-0.0846034213273755,0.408858744005269,0.179356402792567,0.526966045703309,0.724557562351376,-0.472850521936869,-0.800245524439418,-0.791183673121795,-0.91530123126309
"66","sites","85",-0.302927824266526,-1.04338945336759,7794,0.896741002206763,-0.540791766937411,-0.185009412229229,0.673652575556783,0.80075786100984,-0.642042039071415,-0.59186681203456,0.0758482874137227,-1.65164823368941,0.44832695180819,-0.0734466239233729,0.35730702722778,0.542086551809824,-0.45742175035437,-1.17314775557958,-0.77810755904989,-0.100538518204017
"67","sites","92",-0.709563724684224,1.85325442180056,8601,-0.835197670790586,-0.221293621808157,0.966531892308163,-1.25819879334606,1.37825111067647,0.796811027545288,-0.114948655764763,-0.0896450914005116,1.34556097067774,-0.603080223269647,4.21168982892503,-0.225664615695922,0.853835916683398,1.67689165189139,3.70560671487336,-1.06839729144619,-1.29608380506389
"68","sites","93",-0.358699657654606,-0.256325858830549,8743,-0.219713541952116,-1.0181674089196,-0.463511655552674,0.144979543862136,0.275814598571976,-0.691087981421104,-0.461614799126654,0.392259157745167,-0.676178571375696,0.233516378192288,1.31571852288204,0.0697852015247025,1.07872638724015,-0.0434163795573014,-0.400196010872254,0.150296540055395,0.361440339716076
"69","sites","94",0.39066255590413,-0.599449306443321,8886,0.854630936663468,-0.492023984994665,-0.598205737625099,1.14479654373516,-0.257601168391034,-0.644451313432452,-0.626055163099027,0.711296135703971,1.10012021693429,0.975648088847229,-1.25736574903861,0.911209367920472,0.0855723630748705,0.447732849152264,-1.03233987310105,0.257520675445019,0.199047771477498
"70","sites","98",-0.44889824398998,-0.329272496283936,9454,-0.107861436224359,-1.23120489753005,0.0372870941020095,0.157648196007787,0.427103734646089,-0.283404341328416,0.384275998412669,-0.127839747913586,-0.592791648629523,0.703252753027063,1.24563451547564,-0.116258332753759,0.530191147678579,-0.909999050107687,-0.159450330448167,0.62103664664399,-0.643713660243399
"71","sites","100",-0.272497577350528,0.438864372886463,9738,-0.286825916417329,-1.52648703177394,-0.199240463322677,-0.00516057195722881,1.08208481207259,0.485476850515872,0.330471380343999,-0.3163471172168,0.74769246796933,0.412093843005508,-0.183578635562,-0.122072193199961,0.633883161049056,0.913167458557664,-0.258791484823906,0.600114864128941,0.285843799329151
"72","sites","101",0.168655425385482,0.597044496893928,9838,-0.130316712176061,-0.13636204369549,-0.566330072104103,-0.208623736288448,0.817762614283399,0.835854179021028,-0.0685795369986384,0.378117055189879,0.226917535347006,0.927768623643685,0.562315443263248,0.68869707266129,0.705031144249143,0.692021732541839,-0.308909544689143,1.56251685982118,0.949413431614376
"73","sites","103",0.28753814272953,0.579395989585295,10039,0.155487051767569,-0.550598176828324,-0.524291297565672,0.235369505354076,0.71831255216266,1.68557513022941,-0.164381648615354,1.02608526307979,-0.0311099237166232,0.949767296845313,-0.699196690051936,0.539122299363549,0.87897337447018,1.2140285044164,0.279381015157573,-0.0275386113225188,0.736623169784515
"74","sites","105",-0.388133483456109,0.225415624019833,10236,-0.292860190275337,-0.534098692177636,-0.136062556951433,-0.280752957503867,0.781635841234107,0.73595533855087,1.93160713970418,-0.387097228600372,0.440891525790015,0.512381912012933,-0.371303655400569,-0.026936294989384,1.36690938543861,-0.465136136145619,0.212258613552344,-0.213219431143576,0.106651999893479
"75","sites","106",-0.188998410924522,-0.14639512067275,10337,-0.0718925810378224,-1.25060409043437,0.240535782105516,0.360155447838003,0.889244213439657,0.136971011916166,0.295162099736434,0.246700077747252,-0.978259499059944,0.854655386238271,0.216901406760281,0.182891213841722,0.830718433183054,-0.395706664024372,-0.452402323231876,1.52328851760546,0.375439699046988
"76","sites","107",-0.500892936061713,-0.672149554173229,10433,-0.0662950802818489,-1.22063760146985,3.51959055387983,0.0499449722182618,0.795326294467415,-0.242167029273874,-0.110502301910477,0.229102096751572,-1.34012727701503,1.42856194888076,0.344554420250508,-0.0401496141852975,1.83689006941648,-0.400849587885205,-0.480444571013616,0.0404571818513893,-0.601715582250664
"77","sites","108",-1.61805455110145,-0.195952374917283,10527,-1.37423192452303,-2.74102264198618,0.526077656533969,-1.53618377165256,2.80351445865585,-0.917387680332833,-0.323927286916203,-0.88155963601616,-0.312737455255584,-0.320979590448763,-0.173566634503943,-1.46613102180828,2.49158617980973,-0.153989242565214,-1.07082338335472,-0.961173156056566,0.000256868978548586
"78","sites","109",-0.845663202104303,-0.173286096612166,NA,-0.232457733910233,-0.47703265503298,1.01011216728502,-0.286145428612469,1.20549789531174,0.139380286277203,0.682928993011892,-0.723338001420248,-0.542444827348815,0.0303521609772469,-0.426369661219883,-0.682316927106692,1.07670641295371,-0.45742175035437,0.190182801468847,-1.039629840488,-0.610115197849211
"79","sites","111",0.0706501439545903,0.514416390721964,NA,-0.742742040514585,-1.85228291427412,0.818304988006084,0.0444091142345096,0.1549580523111,0.724145591906142,0.279581179087382,1.38495483993748,1.31252086921227,1.3696831470764,2.43706264138442,0.315024405800857,1.67686321761313,0.707450504124339,-0.450910714307316,1.34806858904193,-1.03009597777657
"80","sites","112",1.31467681233012,2.23181919915009,NA,0.6635840208975,1.27198250839396,-0.145321678840865,1.74911318084009,-1.19512084411327,2.13598036747407,-0.214263013283184,0.398945922539987,1.720015453953,0.926474584043588,0.299500415489251,1.01955858532696,-0.604585518124728,3.01405185570801,3.27244348318095,3.08980698341973,1.89577012238402
