section;sample_id;depth;Eggerelloides scaber;Haplophragmoides wilberti;Jadammina macrescens;Textularia agglutinans;Textularia bocki;Textularia calva;Textularia tenuissima;Textularia sp.;Ammobaculites cf arenaria;Trochammina inflata;Adelosina bicornis;Adelosina laevigata;Adelosina mediterranensis;Adelosina sp.;Cornuloculina sp.;Cornuspira incerta;Cornuspira involvens;Lachlanella undulata;Massilina secans;Miliolinella subrotunda;Miliolid undetermined;Pyrgo inornata;Pyrgo sp.;Spiroloculina canaliculata;Quinqueloculina depressa;Quinqueloculina lata;Quinqueloculina longirostra;Quinqueloculina oblonga;Quinqueloculina seminula;Quinqueloculina stelligera;Quinqueloculina vulgaris;Quinqueloculina sp.1;Quinqueloculina sp.2;Triloculina dubia;Triloculina marioni;Triloculina trigonula;Triloculina sp;Triloculina rotunda;Amphicoryna scalaris;Acervulina inhaerens;Ammonia tepida;Ammonia beccarii;Astacolus crepidulus;Asterigerinata mamilla;Aubignyna perlucida;Bolivina difformis;Bolivina alata;Bolivina dilatata;Bolivina pseudoplicata;Bolivina striatula;Bolivinellina pseudopunctata;Brizalina spathulata;Brizalina iraensis;Brizalina variabilis;Buccella granulata;Bulimina aculeata;Bulimina elongata;Bulimina gibba;Bulimina marginata;Buliminella elegantissima;calcareous undt;Cassidulina carinata;Cassidulina obtusa;Cibicides lobulatus;Cibicides sp.;Cribroelphidium sp (cf excavatum);Cribroelphidium sp.;Cribroelphidium magellanicum;Cribroelphidium oceanensis;Cribroelphidium cf poeyanum;Cribroelphidium selseyense;Cribroelphidium williamsoni;Elphidium advenum;Elphidium crispum;Elphidium excavatum;Elphidium earlandi;Elphidium flexuosum;Elphidium gerthi;Elphidium incertum;Elphidium macellum;Elphidium margaritaceum;Elphidium sp.;Epistominella vitrea;Favulina melo;Fissurina lucida;Fissurina marginata;Fissurina sp.;Fursenkoina schreibersiana ;Gavelinopsis praegeri;Globobulimina sp.;Haynesina depressula;Haynesina germanica;Hopkinsina pacifica;Lagena semistriata;Lagena sulcata;Lagena vulgaris;Nonionella opima;Nonionella sp;Nonionoides boeanum;Nonionoides turgida;Planorbulina mediterranensis;Patellina corrugata;Rectuvigerina compressa;Reussella aculeata;Reussoolina laevis;Rosalina anomala;Rosalina globularis;Rosalina concinna;Rosalina irregularis;Rosalina valvulata;Rosalina williamsoni;Rosalina sp.1;Rosalina sp.2;Spirillina vivipara;Svratkina sp.;Tretomphaloides concinnus;Trichohyalus aguayoi;Trifarina angulosa;Uvigerina sp.;Uvigerina peregrina;Valvulineria bradyana;Planktic
C4;S2_C4_11.4_12.0B;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_12.6_13.2T;12,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_12.6_13.2M;12,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_12.6_13.2B;13,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_13.2_13.8T;13,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_13.2_13.8M;13,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_13.2_13.8B50cm;13,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_13.8_14.4T;13,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_13.8_14.4M;14,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_13.8_14.4B;14,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_14.4_15.0T;14,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5;S2_C5_14.4_15.0M;14,7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5;S2_C5_14.4_15.0B52cm;14,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_15.6_16.2T;15,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;38;1;0;7;0;0;0;0;0;0;1;0;0;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C6;S2_C6_15.6_16.2M;15,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;74;0;0;0;0;0;16;0;18;106;0;0;0;0;0;0;0;0;0;0;24;3;0;40;6;0;0;4;0;4;0;0;1;7;0;0;0;18;0;0;0;0;0;0;0;0;17;0;0;10;22;0;36;0;2;0;7;0;0;0;0;0;0;0;0;5;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3
C6;S2_C6_15.6_16.2B;16,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_16.2_16.8T;16,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_16.2_16.8M;16,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_16.2_16.8B;16,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_16.8_17.4T;16,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_16.8_17.4M;17,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_16.8_17.4B;17,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_17.4_18.0T;17,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6;S2_C6_17.4_18.0M;17,7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;9;0;0;0;79;18;0;38;3;0;0;0;0;0;0;0;0;1;0;0;1;13;0;0;1;0;0;0;0;12;35;0;0;4;3;0;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;18;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0
C6;S2_C6_17.4_18.0B;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;16;0;0;0;94;10;0;13;6;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;21;23;0;0;0;2;0;10;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2
C7;S2_C7_18.6_19.2T;18,7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;6;12;0;0;0;1;0;0;1;0;0;0;0;50;0;8;0;0;0;0;0;3;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0
C7;S2_C7_18.6_19.2M15cm;18,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;2;3;3;31;0;0;0;0;0;0;0;2;0;0;20;21;0;4;0;0;0;0;1;0;0;0;0;5;0;0;0;1;1;0;3;0;0;0;0;0;0;0;2;17;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0;4;3;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;3;0
C7;S2_C7_18.6_19.2M30cm;18,9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;5;0;5;40;0;0;0;3;0;0;0;0;0;0;0;35;0;2;0;0;0;0;0;1;0;0;0;15;1;0;1;7;0;0;0;0;0;0;2;5;0;0;0;0;42;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;3;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
C7;S2_C7_18.6_19.2M45cm;19,05;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;1;0;4;0;27;68;0;0;0;2;0;0;0;11;0;0;0;20;0;16;0;0;0;0;0;0;1;4;0;12;0;0;0;28;0;0;1;0;0;0;0;0;0;0;0;0;26;0;4;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;5;7;0;1;0;0;0;0;0;0;0;0;2;6;0;10;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;5
C7;S2_C7_18.6_19.2B;19,2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7;S2_C7_19.2_19.8T;19,3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7;S2_C7_19.2_19.8M15cm;19,35;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;20;0;0;0;0;0;2;0;8;1;0;0;0;0;0;0;19;0;0;0;3;45;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;5;0;0;8;0;0;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7;S2_C7_19.2_19.8M30cm;19,5;0;0;0;0;0;3;2;1;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;39;0;0;38;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;3;1;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7;S2_C7_19.2_19.8M45cm;19,65;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7;S2_C7_19.2_19.8B54cm;19,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8;S2_C8_21.6_22.2T;21,7;0;0;0;4;0;0;0;15;0;0;0;2;0;0;0;0;0;0;0;0;16;0;0;0;0;0;1;0;6;5;0;0;0;0;0;0;12;0;0;0;9;25;0;3;3;0;0;1;0;0;2;0;0;8;0;2;1;13;0;7;0;0;0;1;0;0;75;0;0;9;0;0;96;3;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;3;0;20;0;0;0;0;0;8;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;101;5
C8;S2_C8_21.6_22.2M15;21,75;0;0;0;6;0;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;1;8;8;13;0;0;0;0;0;4;10;0;0;0;12;32;0;0;0;0;0;0;0;1;0;1;0;4;0;3;1;20;0;2;0;0;0;1;0;0;41;0;0;1;0;0;43;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0
C8;S2_C8_21.6_22.2M30;21,9;0;0;0;0;0;13;2;0;0;0;0;6;0;0;0;0;0;0;0;0;43;0;0;0;0;0;8;0;29;12;0;0;0;0;0;0;15;0;0;0;0;31;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;13;0;1;1;0;0;0;0;0;0;0;0;10;31;0;42;1;7;0;5;0;0;0;0;26;0;0;0;2;0;0;0;0;5;2;0;2;0;0;30;0;0;0;0;0;2;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;47;3
C8;S2_C8_21.6_22.2M45;22,05;0;0;0;0;0;4;0;7;0;0;0;2;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;6;0;0;0;40;72;0;3;6;0;0;0;1;0;0;1;0;3;1;0;0;6;0;0;0;0;0;0;0;0;43;0;0;20;67;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3
C8;S2_C8_21.6_22.2B;22,2;0;0;0;2;0;10;0;5;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;10;0;0;0;0;0;0;0;10;0;0;0;23;53;0;0;11;0;0;1;0;0;1;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;73;0;0;23;71;0;7;1;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
C8;S2_C8_22.2_22.8T;22,3;0;0;0;1;0;13;1;4;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;6;36;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;45;0;0;17;94;0;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2
C8;S2_C8_22.2_22.8M15;22,35;0;0;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;13;0;0;0;0;0;0;5;0;0;0;0;57;51;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;54;0;0;14;66;0;23;1;12;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2
C8;S2_C8_22.2_22.8M30;22,5;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;3;0;0;0;17;75;1;0;4;0;0;0;0;0;0;0;0;0;0;0;3;16;0;1;0;0;0;0;0;0;41;0;0;37;96;0;17;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2
C8;S2_C8_22.2_22.8M45;22,65;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;24;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;13;52;0;2;0;3;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0
C8;S2_C8_22.8_23.4T;22,8;0;0;0;0;0;21;0;18;1;0;1;0;0;0;0;0;0;0;0;0;26;0;0;1;0;0;6;0;10;5;0;0;0;0;0;0;19;0;0;0;17;31;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;39;0;0;22;48;0;22;0;16;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0
C8;S2_C8_22.2_22.8B;22,9;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;5;0;0;0;61;51;0;0;3;0;0;1;0;0;2;0;0;0;0;1;3;11;0;1;0;0;0;0;0;0;63;0;0;25;66;0;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0
C8;S2_C8_22.8_23.4M15;22,95;0;0;0;0;0;6;0;12;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;19;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0;27;0;0;27;48;0;6;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;1
