depth	min	max	median	mean
608	522	1644	911	953
609	525	1662	921	963
610	529	1686	930	973
611	532	1702	938	983
612	535	1725	948	993
613	539	1745	957	1004
614	543	1763	966	1014
615	552	1769	976	1024
616	558	1781	986	1034
617	565	1789	996	1044
618	571	1798	1005	1054
619	579	1812	1014	1064
620	586	1825	1025	1074
621	590	1835	1034	1085
622	595	1848	1044	1095
623	600	1866	1054	1105
624	608	1886	1066	1115
625	613	1906	1076	1125
626	617	1929	1086	1135
627	622	1944	1096	1145
628	627	1959	1105	1155
629	634	1966	1113	1166
630	635	1984	1125	1176
631	637	1999	1135	1186
632	642	2019	1145	1196
633	646	2032	1154	1206
634	650	2047	1164	1216
635	660	2057	1175	1226
636	672	2071	1185	1237
637	678	2087	1197	1247
638	685	2101	1208	1257
639	692	2120	1220	1267
640	700	2129	1232	1277
641	709	2146	1241	1288
642	718	2162	1250	1298
643	724	2172	1260	1308
644	732	2191	1270	1318
645	737	2216	1281	1328
646	742	2232	1291	1338
647	745	2243	1302	1349
648	750	2264	1311	1359
649	755	2287	1323	1369
650	759	2300	1332	1379
651	763	2319	1344	1389
652	766	2334	1355	1399
653	769	2351	1366	1410
654	771	2367	1374	1420
655	782	2381	1383	1430
656	791	2391	1394	1441
657	796	2400	1404	1451
658	805	2418	1416	1461
659	811	2430	1426	1471
660	819	2440	1434	1482
661	825	2451	1444	1492
662	830	2461	1455	1502
663	836	2466	1466	1513
664	842	2474	1478	1523
665	850	2500	1489	1533
666	856	2517	1500	1544
667	859	2525	1514	1554
668	863	2534	1524	1564
669	869	2553	1534	1575
670	874	2565	1545	1585
671	880	2577	1554	1595
672	886	2592	1564	1606
673	891	2605	1573	1616
674	894	2619	1585	1626
675	899	2636	1595	1636
676	905	2646	1606	1646
677	916	2655	1615	1656
678	925	2665	1623	1665
679	934	2682	1632	1675
680	940	2700	1640	1685
681	944	2714	1649	1695
682	949	2730	1658	1704
683	955	2738	1669	1714
684	963	2757	1677	1724
685	972	2774	1687	1734
686	975	2792	1699	1743
687	977	2804	1708	1753
688	981	2817	1718	1763
689	990	2831	1727	1773
690	997	2845	1738	1783
691	998	2862	1747	1792
692	1003	2878	1755	1802
693	1006	2900	1765	1812
694	1015	2907	1773	1822
695	1022	2917	1786	1832
696	1030	2921	1797	1842
697	1038	2927	1806	1852
698	1047	2953	1816	1862
699	1056	2971	1825	1872
700	1063	2980	1836	1882
701	1069	2999	1847	1892
702	1081	3009	1858	1903
703	1088	3026	1867	1913
704	1094	3036	1878	1923
705	1099	3045	1887	1933
706	1103	3057	1897	1943
707	1109	3073	1907	1953
708	1114	3095	1917	1963
709	1121	3121	1927	1974
710	1123	3132	1938	1984
711	1130	3141	1949	1994
712	1137	3153	1958	2004
713	1141	3176	1968	2014
714	1146	3191	1977	2024
715	1155	3199	1988	2034
716	1162	3208	2001	2044
717	1168	3223	2009	2053
718	1176	3231	2019	2063
719	1181	3241	2032	2073
720	1184	3245	2043	2083
721	1189	3258	2052	2093
722	1195	3268	2060	2102
723	1200	3284	2069	2112
724	1205	3300	2077	2122
725	1212	3312	2089	2132
726	1217	3327	2099	2141
727	1226	3350	2107	2151
728	1233	3354	2118	2161
729	1239	3364	2128	2171
730	1245	3376	2138	2180
731	1249	3393	2149	2190
732	1254	3414	2159	2200
733	1260	3430	2167	2210
734	1263	3438	2178	2219
735	1275	3456	2189	2230
736	1282	3463	2196	2240
737	1291	3468	2206	2250
738	1301	3475	2218	2260
739	1310	3481	2229	2270
740	1319	3493	2238	2280
741	1321	3517	2251	2290
742	1333	3532	2262	2300
743	1337	3544	2273	2310
744	1342	3554	2284	2321
745	1348	3569	2292	2331
746	1355	3579	2301	2341
747	1364	3589	2312	2351
748	1369	3597	2324	2361
749	1373	3616	2335	2371
750	1377	3635	2343	2381
751	1383	3654	2352	2391
752	1387	3675	2363	2402
753	1392	3690	2371	2412
754	1398	3707	2380	2422
755	1408	3719	2390	2432
756	1416	3725	2400	2442
757	1421	3735	2410	2452
758	1429	3753	2422	2463
759	1440	3768	2433	2473
760	1448	3792	2443	2483
761	1456	3804	2453	2493
762	1458	3810	2466	2504
763	1467	3825	2477	2514
764	1477	3843	2486	2524
765	1482	3862	2497	2534
766	1488	3878	2506	2544
767	1493	3895	2516	2555
768	1498	3907	2525	2565
769	1506	3921	2534	2575
770	1511	3930	2543	2585
771	1520	3939	2553	2595
772	1522	3949	2565	2606
773	1527	3961	2574	2616
774	1535	3984	2585	2626
775	1541	4002	2595	2636
776	1549	4014	2604	2646
777	1557	4026	2614	2656
778	1564	4028	2623	2667
779	1568	4035	2634	2677
780	1573	4054	2644	2687
781	1579	4062	2654	2697
782	1587	4070	2663	2707
783	1596	4092	2674	2717
784	1606	4102	2685	2727
785	1611	4119	2697	2737
786	1615	4125	2706	2748
787	1619	4147	2717	2758
788	1627	4155	2729	2768
789	1632	4161	2739	2778
790	1637	4165	2750	2788
791	1642	4184	2759	2798
792	1646	4207	2768	2808
793	1650	4233	2779	2818
794	1656	4246	2788	2829
795	1666	4259	2800	2839
796	1678	4271	2812	2849
797	1686	4282	2824	2859
798	1695	4299	2832	2869
799	1708	4312	2843	2879
800	1711	4324	2857	2889
801	1719	4339	2869	2899
802	1725	4355	2879	2909
803	1738	4372	2892	2919
804	1748	4380	2903	2929
805	1753	4387	2912	2939
806	1759	4401	2922	2949
807	1764	4413	2933	2959
808	1774	4424	2940	2969
809	1780	4445	2948	2979
810	1785	4470	2960	2990
811	1791	4489	2969	3000
812	1796	4506	2980	3010
813	1802	4514	2989	3020
814	1807	4535	2999	3030
815	1814	4542	3010	3040
816	1831	4548	3022	3050
817	1836	4554	3032	3060
818	1843	4568	3042	3070
819	1848	4575	3053	3080
820	1857	4583	3062	3091
821	1865	4590	3073	3101
822	1870	4598	3086	3111
823	1876	4606	3096	3121
824	1879	4613	3105	3131
825	1883	4618	3113	3141
826	1893	4625	3123	3151
827	1901	4643	3130	3161
828	1906	4650	3142	3171
829	1909	4657	3153	3182
830	1912	4665	3163	3192
831	1922	4682	3176	3202
832	1928	4704	3184	3212
833	1939	4717	3193	3222
834	1941	4721	3202	3232
835	1952	4731	3212	3242
836	1963	4740	3226	3252
837	1974	4757	3239	3262
838	1985	4775	3252	3272
839	1993	4783	3262	3282
840	2003	4797	3269	3292
841	2009	4811	3278	3302
842	2022	4818	3291	3312
843	2030	4826	3300	3322
844	2037	4831	3309	3332
845	2046	4833	3319	3342
846	2060	4843	3329	3351
847	2074	4856	3338	3361
848	2080	4874	3346	3371
849	2089	4887	3356	3381
850	2094	4894	3364	3391
851	2098	4912	3373	3401
852	2106	4923	3384	3411
853	2111	4944	3398	3421
854	2124	4960	3413	3431
855	2130	4965	3423	3441
856	2135	4976	3433	3451
857	2142	4984	3442	3461
858	2147	4993	3450	3471
859	2152	5006	3462	3481
860	2156	5013	3473	3491
861	2165	5026	3485	3501
862	2169	5032	3495	3511
863	2173	5040	3505	3520
864	2177	5043	3516	3530
865	2185	5046	3528	3540
866	2190	5062	3539	3550
867	2194	5066	3548	3560
868	2199	5073	3556	3570
869	2203	5079	3565	3580
870	2208	5107	3571	3590
871	2213	5123	3579	3600
872	2217	5133	3590	3610
873	2223	5152	3602	3620
874	2227	5169	3614	3630
875	2237	5178	3624	3640
876	2244	5184	3635	3650
877	2251	5195	3646	3660
878	2260	5213	3658	3671
879	2269	5233	3669	3681
880	2278	5247	3679	3691
881	2288	5254	3691	3701
882	2297	5272	3701	3711
883	2306	5280	3711	3722
884	2315	5296	3718	3732
885	2317	5313	3727	3742
886	2325	5332	3737	3752
887	2329	5339	3749	3762
888	2337	5360	3759	3773
889	2348	5384	3768	3783
890	2354	5402	3776	3793
891	2361	5403	3787	3803
892	2370	5421	3796	3813
893	2378	5439	3810	3824
894	2386	5455	3819	3834
895	2394	5465	3828	3844
896	2403	5474	3838	3854
897	2408	5487	3848	3864
898	2416	5498	3860	3875
899	2420	5506	3872	3885
900	2423	5517	3880	3895
901	2431	5524	3888	3905
902	2440	5530	3900	3915
903	2451	5544	3912	3926
904	2462	5560	3920	3936
905	2465	5573	3931	3946
906	2470	5595	3944	3956
907	2476	5618	3956	3966
908	2482	5641	3964	3977
909	2490	5662	3973	3987
910	2499	5673	3986	3997
911	2508	5697	3996	4007
912	2516	5721	4003	4017
913	2530	5741	4015	4028
914	2535	5760	4027	4038
915	2540	5763	4038	4048
916	2547	5766	4046	4058
917	2554	5769	4057	4068
918	2557	5781	4070	4078
919	2561	5785	4081	4088
920	2573	5797	4092	4098
921	2578	5806	4103	4108
922	2585	5831	4113	4118
923	2589	5837	4124	4128
924	2600	5845	4134	4138
925	2610	5852	4142	4148
926	2613	5860	4152	4158
927	2616	5886	4160	4168
928	2625	5891	4172	4178
929	2629	5900	4181	4188
930	2637	5910	4191	4198
931	2645	5920	4200	4208
932	2651	5934	4209	4218
933	2658	5939	4221	4228
934	2663	5960	4230	4238
935	2669	5974	4241	4248
936	2680	5985	4251	4258
937	2691	5999	4261	4268
938	2697	6009	4271	4278
939	2706	6019	4279	4288
940	2713	6040	4292	4298
941	2720	6054	4302	4308
942	2724	6058	4311	4319
943	2730	6070	4320	4329
944	2735	6074	4331	4339
945	2738	6086	4342	4349
946	2739	6097	4352	4359
947	2754	6105	4364	4369
948	2758	6121	4374	4379
949	2764	6129	4385	4389
950	2777	6138	4396	4399
951	2783	6148	4406	4409
952	2791	6153	4416	4419
953	2795	6171	4425	4430
954	2803	6185	4435	4440
955	2810	6205	4449	4450
956	2813	6220	4461	4460
957	2820	6236	4475	4470
958	2825	6252	4488	4480
959	2833	6259	4496	4490
960	2841	6269	4505	4500
961	2847	6292	4518	4510
962	2853	6311	4531	4520
963	2861	6314	4540	4530
964	2869	6332	4550	4540
965	2873	6354	4559	4551
966	2882	6368	4568	4561
967	2893	6378	4578	4571
968	2902	6394	4587	4581
969	2907	6411	4599	4591
970	2909	6425	4611	4601
971	2913	6436	4621	4611
972	2919	6445	4629	4621
973	2926	6459	4640	4631
974	2935	6468	4648	4641
975	2940	6474	4656	4651
976	2947	6489	4666	4661
977	2956	6505	4680	4671
978	2966	6521	4689	4681
979	2972	6530	4705	4691
980	2983	6538	4718	4701
981	2986	6551	4731	4710
982	2991	6564	4739	4720
983	2997	6585	4748	4730
984	3003	6592	4762	4740
985	3012	6598	4769	4750
986	3016	6603	4778	4760
987	3027	6618	4790	4770
988	3033	6632	4799	4780
989	3042	6648	4809	4789
990	3049	6661	4819	4799
991	3056	6671	4831	4809
992	3064	6678	4839	4819
993	3071	6692	4848	4829
994	3076	6702	4860	4839
995	3086	6715	4870	4849
996	3091	6742	4881	4859
997	3096	6765	4891	4869
998	3101	6778	4907	4879
999	3109	6791	4920	4889
1000	3114	6794	4928	4899
1001	3121	6798	4942	4908
1002	3131	6806	4951	4918
1003	3136	6821	4962	4928
1004	3142	6830	4971	4938
1005	3152	6841	4982	4948
1006	3161	6855	4991	4958
1007	3168	6863	5001	4968
1008	3178	6877	5010	4978
1009	3183	6891	5021	4988
1010	3187	6905	5032	4998
1011	3195	6909	5044	5008
1012	3201	6918	5052	5018
1013	3206	6931	5062	5028
1014	3209	6944	5071	5038
1015	3212	6956	5083	5048
1016	3217	6969	5094	5058
1017	3227	6986	5105	5069
1018	3247	6996	5117	5079
1019	3256	7013	5130	5090
1020	3263	7023	5140	5100
1021	3269	7034	5150	5110
1022	3273	7042	5160	5121
1023	3278	7056	5170	5131
1024	3285	7080	5180	5141
1025	3293	7086	5189	5152
1026	3300	7105	5200	5162
1027	3306	7119	5211	5172
1028	3312	7125	5221	5183
1029	3314	7135	5228	5193
1030	3317	7149	5239	5204
1031	3321	7174	5246	5214
1032	3326	7191	5256	5224
1033	3332	7212	5269	5235
1034	3343	7235	5278	5245
1035	3354	7246	5289	5257
1036	3361	7256	5303	5268
1037	3374	7267	5311	5280
1038	3381	7288	5323	5292
1039	3384	7304	5334	5304
1040	3389	7314	5346	5315
1041	3397	7322	5357	5327
1042	3403	7335	5369	5339
1043	3412	7347	5380	5351
1044	3421	7370	5392	5362
1045	3427	7378	5407	5374
1046	3437	7385	5423	5386
1047	3449	7392	5434	5397
1048	3458	7414	5444	5409
1049	3469	7423	5456	5421
1050	3492	7429	5468	5433
1051	3499	7445	5480	5444
1052	3501	7452	5489	5456
1053	3506	7471	5501	5468
1054	3512	7488	5514	5480
1055	3522	7501	5525	5491
1056	3532	7526	5536	5503
1057	3548	7544	5547	5515
1058	3553	7567	5559	5527
1059	3561	7574	5573	5539
1060	3567	7602	5584	5550
1061	3579	7623	5597	5562
1062	3582	7644	5610	5574
1063	3584	7655	5619	5586
1064	3594	7671	5636	5598
1065	3599	7680	5648	5609
1066	3603	7703	5662	5621
1067	3610	7722	5673	5633
1068	3620	7746	5684	5645
1069	3631	7763	5695	5657
1070	3641	7781	5707	5669
1071	3653	7812	5719	5680
1072	3659	7830	5731	5692
1073	3667	7849	5743	5704
1074	3673	7871	5753	5716
1075	3685	7887	5767	5728
1076	3689	7904	5778	5740
1077	3696	7911	5791	5752
1078	3713	7920	5804	5765
1079	3716	7927	5820	5777
1080	3725	7935	5835	5789
1081	3744	7943	5847	5801
1082	3753	7951	5866	5813
1083	3762	7961	5874	5825
1084	3776	7968	5887	5838
1085	3792	7976	5901	5850
1086	3807	7987	5915	5862
1087	3816	7996	5928	5874
1088	3820	8010	5939	5886
1089	3830	8022	5951	5898
1090	3840	8045	5967	5911
1091	3848	8062	5979	5923
1092	3859	8078	5989	5935
1093	3862	8097	5998	5947
1094	3868	8114	6011	5959
1095	3877	8131	6023	5971
1096	3884	8156	6038	5983
1097	3887	8186	6049	5995
1098	3890	8203	6061	6007
1099	3901	8217	6071	6019
1100	3907	8231	6084	6031
1101	3917	8244	6102	6043
1102	3926	8257	6113	6055
1103	3934	8264	6122	6067
1104	3947	8270	6129	6079
1105	3956	8277	6141	6091
1106	3968	8283	6153	6103
1107	3979	8296	6170	6115
1108	3991	8322	6176	6126
1109	3992	8340	6186	6138
1110	4014	8374	6195	6150
1111	4025	8402	6207	6162
1112	4028	8426	6220	6174
1113	4030	8446	6229	6186
1114	4032	8458	6238	6198
1115	4034	8476	6251	6210
1116	4056	8493	6265	6222
1117	4065	8500	6279	6233
1118	4065	8513	6291	6245
1119	4074	8527	6305	6257
1120	4086	8548	6319	6269
1121	4098	8557	6331	6281
1122	4110	8563	6342	6292
1123	4122	8571	6355	6304
1124	4134	8587	6370	6316
1125	4142	8597	6382	6328
1126	4146	8619	6394	6339
1127	4150	8639	6402	6351
1128	4157	8651	6415	6363
1129	4163	8667	6428	6375
1130	4172	8686	6441	6387
1131	4173	8705	6447	6398
1132	4186	8720	6461	6410
1133	4201	8744	6477	6422
1134	4206	8759	6492	6434
1135	4213	8767	6504	6447
1136	4227	8780	6517	6461
1137	4230	8798	6529	6474
1138	4235	8816	6541	6488
1139	4246	8837	6557	6501
1140	4249	8859	6571	6515
1141	4264	8871	6584	6528
1142	4281	8881	6597	6542
1143	4294	8914	6612	6555
1144	4306	8927	6625	6569
1145	4314	8954	6641	6582
1146	4323	8971	6655	6596
1147	4329	8988	6665	6609
1148	4350	9007	6678	6623
1149	4364	9020	6691	6637
1150	4367	9044	6702	6650
1151	4371	9061	6715	6664
1152	4375	9085	6728	6677
1153	4392	9095	6742	6691
1154	4395	9103	6753	6704
1155	4407	9119	6768	6719
1156	4431	9130	6781	6734
1157	4441	9140	6793	6749
1158	4455	9147	6807	6764
1159	4473	9154	6825	6779
1160	4483	9173	6839	6794
1161	4501	9181	6853	6809
1162	4509	9196	6870	6824
1163	4516	9218	6887	6839
1164	4520	9239	6899	6854
1165	4531	9265	6913	6869
1166	4538	9281	6928	6884
1167	4547	9296	6943	6899
1168	4556	9309	6958	6914
1169	4565	9321	6975	6929
1170	4578	9333	6989	6944
1171	4586	9345	7004	6959
1172	4602	9395	7018	6974
1173	4609	9399	7033	6989
1174	4614	9422	7047	7004
1175	4633	9439	7061	7020
1176	4653	9457	7078	7035
1177	4661	9477	7096	7050
1178	4671	9492	7112	7065
1179	4683	9505	7130	7080
1180	4693	9524	7141	7096
1181	4706	9540	7158	7111
1182	4717	9556	7177	7126
1183	4728	9573	7197	7141
1184	4737	9598	7212	7157
1185	4749	9616	7229	7172
1186	4756	9638	7240	7187
1187	4763	9659	7255	7202
1188	4768	9680	7273	7217
1189	4777	9683	7286	7233
1190	4785	9706	7304	7248
1191	4795	9734	7314	7263
1192	4807	9738	7331	7278
1193	4819	9768	7349	7293
1194	4832	9796	7365	7309
1195	4839	9814	7378	7324
1196	4858	9833	7394	7339
1197	4863	9847	7412	7354
1198	4869	9858	7424	7369
1199	4879	9868	7439	7384
1200	4888	9873	7457	7399
1201	4893	9885	7472	7414
1202	4903	9904	7488	7429
1203	4914	9917	7500	7444
1204	4931	9930	7516	7459
1205	4942	9963	7533	7474
1206	4949	9976	7547	7489
1207	4962	9991	7563	7504
1208	4967	10005	7574	7519
1209	4970	10018	7588	7534
1210	4983	10041	7605	7549
1211	4996	10049	7621	7564
1212	5013	10080	7638	7579
1213	5021	10108	7651	7594
1214	5028	10158	7667	7609
1215	5052	10160	7681	7623
1216	5063	10162	7694	7638
1217	5066	10164	7708	7653
1218	5073	10168	7728	7668
1219	5078	10182	7739	7682
1220	5088	10201	7758	7697
1221	5113	10223	7773	7712
1222	5123	10253	7786	7726
1223	5143	10259	7800	7741
1224	5157	10269	7818	7756
1225	5169	10290	7831	7771
1226	5183	10309	7842	7785
1227	5191	10327	7856	7800
1228	5196	10348	7870	7815
1229	5201	10359	7891	7830
1230	5210	10369	7908	7844
1231	5217	10395	7919	7859
1232	5230	10408	7937	7874
1233	5238	10445	7953	7888
1234	5245	10463	7969	7903
1235	5265	10478	7981	7918
1236	5284	10487	7996	7933
1237	5297	10493	8012	7949
1238	5309	10500	8028	7964
1239	5313	10523	8043	7979
1240	5318	10534	8057	7994
1241	5328	10562	8070	8009
1242	5337	10586	8086	8024
1243	5347	10630	8100	8039
1244	5365	10652	8116	8055
1245	5377	10662	8132	8070
1246	5393	10681	8145	8085
1247	5397	10716	8161	8100
1248	5403	10737	8177	8115
1249	5414	10746	8188	8130
1250	5418	10765	8204	8146
1251	5438	10787	8223	8161
1252	5455	10803	8239	8176
1253	5458	10847	8257	8191
1254	5466	10893	8270	8206
1255	5478	10915	8287	8221
1256	5495	10926	8302	8236
1257	5499	10930	8312	8251
1258	5513	10935	8330	8266
1259	5521	10939	8347	8281
1260	5532	10971	8361	8296
1261	5538	11008	8371	8311
1262	5546	11013	8390	8326
1263	5554	11028	8402	8341
1264	5573	11069	8422	8356
1265	5580	11073	8442	8371
1266	5583	11077	8453	8386
1267	5586	11111	8468	8401
1268	5591	11123	8487	8416
1269	5600	11150	8503	8431
1270	5608	11174	8518	8446
1271	5625	11179	8535	8461
1272	5636	11191	8546	8476
1273	5653	11203	8563	8491
1274	5665	11214	8576	8506
1275	5671	11234	8592	8521
1276	5676	11270	8602	8536
1277	5682	11277	8618	8551
1278	5694	11295	8632	8566
1279	5707	11309	8651	8582
1280	5714	11318	8666	8597
1281	5720	11324	8681	8612
1282	5736	11341	8694	8627
1283	5749	11353	8714	8643
1284	5760	11364	8727	8658
1285	5769	11378	8745	8673
1286	5777	11386	8761	8688
1287	5782	11392	8773	8704
1288	5796	11407	8786	8719
1289	5801	11426	8800	8734
1290	5811	11456	8814	8749
1291	5814	11489	8832	8764
1292	5820	11526	8842	8780
1293	5823	11546	8855	8795
1294	5830	11573	8870	8810
1295	5841	11579	8885	8825
1296	5848	11585	8904	8840
1297	5854	11591	8924	8854
1298	5870	11604	8942	8869
1299	5876	11625	8959	8884
1300	5885	11642	8977	8899
1301	5891	11661	8988	8913
1302	5910	11691	9002	8928
1303	5922	11707	9012	8943
1304	5927	11730	9025	8958
1305	5942	11752	9037	8972
1306	5965	11775	9060	8987
1307	5981	11793	9072	9002
1308	5988	11808	9089	9017
1309	5995	11827	9109	9031
1310	6004	11844	9126	9046
1311	6008	11857	9142	9061
1312	6015	11880	9159	9076
1313	6022	11902	9176	9090
1314	6033	11927	9194	9105
1315	6044	11939	9211	9120
1316	6055	11946	9225	9135
1317	6066	11954	9244	9150
1318	6075	11961	9262	9165
1319	6081	11974	9280	9180
1320	6092	11985	9298	9195
1321	6104	12002	9312	9210
1322	6115	12011	9328	9225
1323	6122	12020	9343	9240
1324	6127	12029	9362	9255
1325	6144	12034	9380	9270
1326	6154	12046	9393	9285
1327	6164	12055	9402	9300
1328	6172	12064	9415	9315
1329	6178	12073	9436	9330
1330	6184	12082	9447	9345
1331	6190	12106	9460	9360
1332	6194	12138	9472	9375
1333	6200	12156	9486	9390
1334	6205	12174	9500	9405
1335	6212	12185	9514	9419
1336	6226	12195	9527	9434
1337	6233	12207	9546	9448
1338	6246	12218	9561	9462
1339	6254	12229	9573	9477
1340	6263	12240	9587	9491
1341	6277	12251	9603	9505
1342	6293	12263	9619	9520
1343	6298	12283	9630	9534
1344	6309	12302	9642	9548
1345	6325	12320	9658	9563
1346	6333	12338	9678	9577
1347	6342	12357	9691	9591
1348	6354	12375	9705	9606
1349	6360	12393	9713	9620
1350	6377	12410	9726	9634
1351	6383	12424	9742	9649
1352	6387	12439	9751	9663
1353	6392	12454	9761	9677
1354	6398	12486	9782	9692
1355	6410	12493	9797	9707
1356	6427	12501	9811	9722
1357	6454	12507	9833	9737
1358	6461	12514	9850	9752
1359	6475	12554	9864	9767
1360	6483	12556	9886	9782
1361	6493	12556	9905	9797
1362	6502	12573	9921	9812
1363	6513	12612	9940	9827
1364	6526	12651	9951	9842
1365	6538	12687	9971	9857
1366	6549	12731	9979	9873
1367	6555	12770	9998	9888
1368	6567	12809	10010	9903
1369	6582	12829	10027	9918
1370	6590	12847	10042	9933
1371	6601	12883	10056	9948
1372	6615	12899	10079	9963
1373	6619	12920	10093	9978
1374	6634	12933	10105	9993
1375	6641	12973	10124	10008
1376	6648	12988	10142	10023
1377	6652	13001	10157	10037
1378	6658	13013	10170	10052
1379	6664	13023	10189	10067
1380	6673	13030	10202	10082
1381	6681	13037	10216	10096
1382	6698	13064	10229	10111
1383	6718	13077	10239	10126
1384	6732	13115	10255	10140
1385	6740	13128	10268	10155
1386	6748	13153	10284	10170
1387	6760	13173	10299	10185
1388	6763	13195	10313	10199
1389	6771	13220	10320	10214
1390	6775	13237	10330	10229
1391	6784	13250	10349	10244
1392	6791	13273	10362	10258
1393	6799	13291	10372	10273
1394	6809	13309	10390	10288
1395	6819	13330	10413	10303
1396	6828	13351	10433	10318
1397	6836	13372	10447	10334
1398	6854	13387	10461	10349
1399	6876	13395	10476	10364
1400	6892	13403	10489	10380
1401	6907	13411	10501	10395
1402	6923	13419	10523	10410
1403	6933	13477	10548	10425
1404	6942	13491	10568	10441
1405	6947	13503	10582	10456
1406	6961	13516	10597	10471
1407	6968	13520	10612	10487
1408	6974	13542	10626	10502
1409	6982	13556	10641	10517
1410	6990	13572	10652	10533
1411	6997	13593	10671	10548
1412	7004	13614	10683	10563
1413	7011	13627	10702	10579
1414	7020	13660	10718	10594
1415	7041	13676	10738	10611
1416	7058	13687	10756	10628
1417	7076	13698	10777	10645
1418	7090	13709	10803	10662
1419	7111	13721	10824	10678
1420	7124	13732	10840	10695
1421	7136	13771	10853	10712
1422	7148	13790	10869	10729
1423	7158	13797	10883	10746
1424	7173	13804	10903	10763
1425	7189	13811	10915	10780
1426	7201	13841	10932	10797
1427	7215	13928	10951	10814
1428	7231	13958	10969	10831
1429	7241	14016	10986	10848
1430	7252	14042	11002	10865
1431	7257	14069	11017	10882
1432	7264	14095	11040	10899
1433	7280	14143	11056	10915
1434	7287	14182	11069	10932
